Localitate,Judet,Comuna,KM
Bratila,Bacau,Helegiu,0
Deleni,Bacau,Helegiu,0
Dragugesti,Bacau,Helegiu,0
Helegiu,Bacau,Helegiu,0
Fantanele,Bacau,Hemeius,0
Hemeius,Bacau,Hemeius,0
Lilieci,Bacau,Hemeius,0
Bazga,Bacau,Horgesti,0
Galeri,Bacau,Horgesti,0
Horgesti,Bacau,Horgesti,0
Marascu,Bacau,Horgesti,0
Racatau de Jos,Bacau,Horgesti,0
Racatau-Razesi,Bacau,Horgesti,0
Recea,Bacau,Horgesti,0
Sohodor,Bacau,Horgesti,0
Ciumasi,Bacau,Itesti,0
Fagetel,Bacau,Itesti,0
Itesti,Bacau,Itesti,0
Antohesti,Bacau,Izvoru Berheciului,0
Baimac,Bacau,Izvoru Berheciului,0
Faghieni,Bacau,Izvoru Berheciului,0
Izvoru Berheciului,Bacau,Izvoru Berheciului,0
Obarsia,Bacau,Izvoru Berheciului,0
Otelesti,Bacau,Izvoru Berheciului,0
Padureni,Bacau,Izvoru Berheciului,0
Holt,Bacau,Letea Veche,0
Letea Veche,Bacau,Letea Veche,0
Radomiresti,Bacau,Letea Veche,0
Rusi-Ciutea,Bacau,Letea Veche,0
Siretu,Bacau,Letea Veche,0
Lipova,Bacau,Lipova,0
Malosu,Bacau,Lipova,0
Satu Nou,Bacau,Lipova,0
Valea Caselor,Bacau,Lipova,0
Valea Hogei,Bacau,Lipova,0
Valea Marului,Bacau,Lipova,0
Valea Mosneagului,Bacau,Lipova,0
Balaneasa,Bacau,Livezi,0
Livezi,Bacau,Livezi,0
Orasa,Bacau,Livezi,0
Poiana,Bacau,Livezi,0
Prajoaia,Bacau,Livezi,0
Scariga,Bacau,Livezi,0
Luizi-Calugara,Bacau,Luizi-Calugara,0
Osebiti,Bacau,Luizi-Calugara,0
Sesuri,Bacau,Magiresti,0
Crihan,Bacau,Magura,0
Dealu Mare,Bacau,Magura,0
Magura,Bacau,Magura,0
Sohodol,Bacau,Magura,0
Lupesti,Bacau,Manastirea Casin,0
Manastirea Casin,Bacau,Manastirea Casin,0
Parvulesti,Bacau,Manastirea Casin,0
Scutaru,Bacau,Manastirea Casin,0
Barati,Bacau,Margineni,0
Luncani,Bacau,Margineni,0
Margineni,Bacau,Margineni,0
Padureni,Bacau,Margineni,0
Podis,Bacau,Margineni,0
Poiana,Bacau,Margineni,0
Trebes,Bacau,Margineni,0
Valea Budului,Bacau,Margineni,0
Gazarie,Bacau,Moinesti,0
Moinesti,Bacau,Moinesti,0
Brad,Bacau,Negri,0
Calinesti,Bacau,Negri,0
Magla,Bacau,Negri,0
Negri,Bacau,Negri,0
Poiana,Bacau,Negri,0
Ursoaia,Bacau,Negri,0
Buchila,Bacau,Nicolae Balcescu,0
Galbeni,Bacau,Nicolae Balcescu,0
Nicolae Balcescu,Bacau,Nicolae Balcescu,0
Sarata,Bacau,Nicolae Balcescu,0
Valea Seaca,Bacau,Nicolae Balcescu,0
Balusa,Bacau,Odobesti,0
Ciuturesti,Bacau,Odobesti,0
Odobesti,Bacau,Odobesti,0
Tisa-Silvestri,Bacau,Odobesti,0
Calcai,Bacau,Oituz,0
Ferestrau-Oituz,Bacau,Oituz,0
Harja,Bacau,Oituz,0
Marginea,Bacau,Oituz,0
Oituz,Bacau,Oituz,0
Poiana Sarata,Bacau,Oituz,0
Barboasa,Bacau,Oncesti,0
Dealu Perjului,Bacau,Oncesti,0
Oncesti,Bacau,Oncesti,0
Oncestii Vechi,Bacau,Oncesti,0
Satu Nou,Bacau,Oncesti,0
Tarnita,Bacau,Oncesti,0
Borzesti,Bacau,Onesti,0
Slobozia,Bacau,Onesti,0
Orbeni,Bacau,Orbeni,0
Scurta,Bacau,Orbeni,0
Chilia Benei,Bacau,Pancesti,0
Dienet,Bacau,Pancesti,0
Fulgeris,Bacau,Pancesti,0
Fundu Vaii,Bacau,Pancesti,0
Motoc,Bacau,Pancesti,0
Petresti,Bacau,Pancesti,0
Soci,Bacau,Pancesti,0
Dragusani,Bacau,Parava,0
Parava,Bacau,Parava,0
Radoaia,Bacau,Parava,0
Teius,Bacau,Parava,0
Bahna,Bacau,Pargaresti,0
Nicoresti,Bacau,Pargaresti,0
Parau Boghii,Bacau,Pargaresti,0
Pargaresti,Bacau,Pargaresti,0
Satu Nou,Bacau,Pargaresti,0
Barna,Bacau,Parincea,0
Milestii de Jos,Bacau,Parincea,0
Milestii de Sus,Bacau,Parincea,0
Nanesti,Bacau,Parincea,0
Nastaseni,Bacau,Parincea,0
Parincea,Bacau,Parincea,0
Poieni,Bacau,Parincea,0
Satu Nou,Bacau,Parincea,0
Valeni,Bacau,Parincea,0
Vladnic,Bacau,Parincea,0
Bahnaseni,Bacau,Parjol,0
Parjol,Bacau,Parjol,0
Tarata,Bacau,Parjol,0
Budesti,Bacau,Plopana,0
Dorneni,Bacau,Plopana,0
Fundu Tutovei,Bacau,Plopana,0
Itcani,Bacau,Plopana,0
Plopana,Bacau,Plopana,0
Rusenii de Sus,Bacau,Plopana,0
Rusenii Razesi,Bacau,Plopana,0
Straminoasa,Bacau,Plopana,0
Tagara,Bacau,Plopana,0
Bucsesti,Bacau,Poduri,0
Cernu,Bacau,Poduri,0
Cornet,Bacau,Poduri,0
Negreni,Bacau,Poduri,0
Ciucani,Bacau,Racaciuni,0
Fundu Racaciuni,Bacau,Racaciuni,0
Gasteni,Bacau,Racaciuni,0
Gheorghe Doja,Bacau,Racaciuni,0
Racaciuni,Bacau,Racaciuni,0
Rastoaca,Bacau,Racaciuni,0
Danaila,Bacau,Rachitoasa,0
Magazia,Bacau,Rachitoasa,0
Putini,Bacau,Rachitoasa,0
Gura Vaii,Bacau,Racova,0
Halmacioaia,Bacau,Racova,0
Iliesi,Bacau,Racova,0
Racova,Bacau,Racova,0
Misihanesti,Bacau,Rosiori,0
Neguseni,Bacau,Rosiori,0
Poieni,Bacau,Rosiori,0
Rosiori,Bacau,Rosiori,0
Valea Mare,Bacau,Rosiori,0
Valea Mica,Bacau,Rosiori,0
Barzulesti,Bacau,Sanduleni,0
Coman,Bacau,Sanduleni,0
Mateiesti,Bacau,Sanduleni,0
Sanduleni,Bacau,Sanduleni,0
Stufu,Bacau,Sanduleni,0
Tisa,Bacau,Sanduleni,0
Versesti,Bacau,Sanduleni,0
Baltata,Bacau,Sarata,0
Beresti,Bacau,Sascut,0
Pancesti,Bacau,Sascut,0
Sascut,Bacau,Sascut,0
Sascut-Sat,Bacau,Sascut,0
Schineni,Bacau,Sascut,0
Bogdan Voda,Bacau,Saucesti,0
Costei,Bacau,Saucesti,0
Saucesti,Bacau,Saucesti,0
Schineni,Bacau,Saucesti,0
Serbesti,Bacau,Saucesti,0
Siretu,Bacau,Saucesti,0
Bogdanesti,Bacau,Scorteni,0
Floresti,Bacau,Scorteni,0
Grigoreni,Bacau,Scorteni,0
Scorteni,Bacau,Scorteni,0
Serpeni,Bacau,Scorteni,0
Stejaru,Bacau,Scorteni,0
Berbinceni,Bacau,Secuieni,0
Chiticeni,Bacau,Secuieni,0
Fundeni,Bacau,Secuieni,0
Glodisoarele,Bacau,Secuieni,0
Secuieni,Bacau,Secuieni,0
Valea Fanatului,Bacau,Secuieni,0
Valeni,Bacau,Secuieni,0
Cerdac,Bacau,Slanic-Moldova,0
Ciresoaia,Bacau,Slanic-Moldova,0
Slanic-Moldova,Bacau,Slanic-Moldova,0
Bogdana,Bacau,Stefan cel Mare,0
Gutinas,Bacau,Stefan cel Mare,0
Negoiesti,Bacau,Stefan cel Mare,0
Radeana,Bacau,Stefan cel Mare,0
Stefan cel Mare,Bacau,Stefan cel Mare,0
Cetatuia,Bacau,Strugari,0
Iaz,Bacau,Strugari,0
Nadisa,Bacau,Strugari,0
Petricica,Bacau,Strugari,0
Rachitisu,Bacau,Strugari,0
Strugari,Bacau,Strugari,0
Chetris,Bacau,Tamasi,0
Furnicari,Bacau,Tamasi,0
Tamasi,Bacau,Tamasi,0
Poieni,Bacau,Targu Ocna,0
Targu Ocna,Bacau,Targu Ocna,18
Targu Trotus,Bacau,Targu Trotus,0
Tuta,Bacau,Targu Trotus,0
Viisoara,Bacau,Targu Trotus,0
Bogdanesti,Bacau,Traian,0
Hertioana de Jos,Bacau,Traian,0
Hertioana-Razesi,Bacau,Traian,0
Prajesti,Bacau,Traian,0
Traian,Bacau,Traian,0
Zapodia,Bacau,Traian,0
Bartasesti,Bacau,Ungureni,0
Bibiresti,Bacau,Ungureni,0
Bota,Bacau,Ungureni,0
Botesti,Bacau,Ungureni,0
Garla Anei,Bacau,Ungureni,0
Viforeni,Bacau,Ungureni,0
Zlatari,Bacau,Ungureni,0
Cornatel,Bacau,Urechesti,0
Lunca Dochiei,Bacau,Urechesti,0
Satu Nou,Bacau,Urechesti,0
Slobozia,Bacau,Urechesti,0
Urechesti,Bacau,Urechesti,0
Cucova,Bacau,Valea Seaca,0
Valea Seaca,Bacau,Valea Seaca,0
Dorneni,Bacau,Vultureni,0
Ghilavesti,Bacau,Vultureni,0
Godinestii de Jos,Bacau,Vultureni,0
Godinestii de Sus,Bacau,Vultureni,0
Medeleni,Bacau,Vultureni,0
Valea Lupului,Bacau,Vultureni,0
Valea Merilor,Bacau,Vultureni,0
Valea Salciei,Bacau,Vultureni,0
Cohani,Bihor,Abram,0
Margine,Bihor,Abram,0
Abramut,Bihor,Abramut,0
Crestur,Bihor,Abramut,0
Fancica,Bihor,Abramut,0
Petreu,Bihor,Abramut,0
Padurea Neagra,Bihor,Alesd,0
Pestis,Bihor,Alesd,0
Tinaud,Bihor,Alesd,0
Astileu,Bihor,Astileu,0
Calatea,Bihor,Astileu,0
Chistag,Bihor,Astileu,0
Pestere,Bihor,Astileu,0
Auseu,Bihor,Auseu,0
Cacuciu Vechi,Bihor,Auseu,0
Gheghie,Bihor,Auseu,0
Grosi,Bihor,Auseu,0
Luncsoara,Bihor,Auseu,0
Baile 1 Mai,Bihor,Baile 1 mai,0
Baile Felix,Bihor,Baile felix,0
Almasu Mic,Bihor,Balc,0
Saldabagiu de Barcau,Bihor,Balc,0
Biharia,Bihor,Biharia,0
Cauaceu,Bihor,Biharia,0
Borod,Bihor,Borod,0
Borozel,Bihor,Borod,0
Cetea,Bihor,Borod,0
Cornitel,Bihor,Borod,0
Valea Mare de Cris,Bihor,Borod,0
Bors,Bihor,Bors,0
Santaul Mare,Bihor,Bors,0
Santaul Mic,Bihor,Bors,0
Santion,Bihor,Bors,0
Beznea,Bihor,Bratca,0
Bratca,Bihor,Bratca,0
Damis,Bihor,Bratca,0
Lorau,Bihor,Bratca,0
Valea Crisului,Bihor,Bratca,0
Brusturi,Bihor,Brusturi,0
Cuiesd,Bihor,Brusturi,0
Loranta,Bihor,Brusturi,0
Orvisele,Bihor,Brusturi,0
Paulesti,Bihor,Brusturi,0
Picleu,Bihor,Brusturi,0
Tiganestii de Cris,Bihor,Brusturi,0
Varasau,Bihor,Brusturi,0
Bulz,Bihor,Bulz,0
Valea Iadului,Bihor,Bulz,0
Ateas,Bihor,Cefa,0
Cefa,Bihor,Cefa,0
Inand,Bihor,Cefa,0
Bucium,Bihor,Ceica,0
Ceica,Bihor,Ceica,0
Ceisoara,Bihor,Ceica,0
Corbesti,Bihor,Ceica,0
Cotiglet,Bihor,Ceica,0
Dusesti,Bihor,Ceica,0
Incesti,Bihor,Ceica,0
Cetariu,Bihor,Cetariu,0
Sisterea,Bihor,Cetariu,0
Susturogi,Bihor,Cetariu,0
Tautelec,Bihor,Cetariu,0
Bucuroaia,Bihor,Copacel,0
Chijic,Bihor,Copacel,0
Copacel,Bihor,Copacel,0
Poiana Tasad,Bihor,Copacel,0
Sarand,Bihor,Copacel,0
Surduc,Bihor,Copacel,0
Derna,Bihor,Derna,0
Dernisoara,Bihor,Derna,0
Sacalasau,Bihor,Derna,0
Sacalasau Nou,Bihor,Derna,0
Diosig,Bihor,Diosig,0
Ianca,Bihor,Diosig,0
Cornisesti,Bihor,Dobresti,0
Crancesti,Bihor,Dobresti,0
Topa de Jos,Bihor,Dobresti,0
Topa de Sus,Bihor,Dobresti,0
Dicanesti,Bihor,Dragesti,0
Dragesti,Bihor,Dragesti,0
Stracos,Bihor,Dragesti,0
Tasad,Bihor,Dragesti,0
Topesti,Bihor,Dragesti,0
Bicaci,Bihor,Gepiu,0
Gepiu,Bihor,Gepiu,0
Girisu de Cris,Bihor,Girisu de Cris,0
Tarian,Bihor,Girisu de Cris,0
Hidiselu de Jos,Bihor,Hidiselu de Sus,0
Hidiselu de Sus,Bihor,Hidiselu de Sus,0
Mierlau,Bihor,Hidiselu de Sus,0
Santelec,Bihor,Hidiselu de Sus,0
Sumugiu,Bihor,Hidiselu de Sus,0
Dumbrava,Bihor,Holod,0
Dumbravita,Bihor,Holod,0
Forosig,Bihor,Holod,0
Hodis,Bihor,Holod,0
Holod,Bihor,Holod,0
Lupoaia,Bihor,Holod,0
Valea Mare de Codru,Bihor,Holod,0
Vintere,Bihor,Holod,0
Fonau,Bihor,Husasau de Tinca,0
Husasau de Tinca,Bihor,Husasau de Tinca,0
Miersig,Bihor,Husasau de Tinca,0
Osand,Bihor,Husasau de Tinca,0
Sititelec,Bihor,Husasau de Tinca,0
Botean,Bihor,Ineu,0
Husasau de Cris,Bihor,Ineu,0
Ineu,Bihor,Ineu,0
Bicacel,Bihor,Lazareni,0
Calea Mare,Bihor,Lazareni,0
Carandeni,Bihor,Lazareni,0
Caranzel,Bihor,Lazareni,0
Gepis,Bihor,Lazareni,0
Gruilung,Bihor,Lazareni,0
Lazareni,Bihor,Lazareni,0
Miheleu,Bihor,Lazareni,0
Lugasu de Jos,Bihor,Lugasu de Jos,0
Lugasu de Sus,Bihor,Lugasu de Jos,0
Urvind,Bihor,Lugasu de Jos,0
Homorog,Bihor,Madaras,0
Ianosda,Bihor,Madaras,0
Madaras,Bihor,Madaras,0
Martihaz,Bihor,Madaras,0
Butani,Bihor,Magesti,0
Cacuciu Nou,Bihor,Magesti,0
Dobricionesti,Bihor,Magesti,0
Galaseni,Bihor,Magesti,0
Josani,Bihor,Magesti,0
Magesti,Bihor,Magesti,0
Ortiteag,Bihor,Magesti,0
Marghita,Bihor,Marghita,0
Apateu,Bihor,Nojorid,0
Chisirid,Bihor,Nojorid,0
Les,Bihor,Nojorid,0
Livada de Bihor,Bihor,Nojorid,0
Nojorid,Bihor,Nojorid,0
Pausa,Bihor,Nojorid,0
Sauaieu,Bihor,Nojorid,0
Olcea,Bihor,Olcea,0
Alparea,Bihor,Osorhei,0
Cheriu,Bihor,Osorhei,0
Felcheriu,Bihor,Osorhei,0
Fughiu,Bihor,Osorhei,0
Osorhei,Bihor,Osorhei,0
Paleu,Bihor,Paleu,0
Saldabagiu de Munte,Bihor,Paleu,0
Uileacu de Munte,Bihor,Paleu,0
Bistra,Bihor,Popesti,0
Budoi,Bihor,Popesti,0
Cuzap,Bihor,Popesti,0
Popesti,Bihor,Popesti,0
Varviz,Bihor,Popesti,0
Varzari,Bihor,Popesti,0
Voivozi,Bihor,Popesti,0
Bratesti,Bihor,Rabagani,0
Varaseni,Bihor,Rabagani,0
Mihai Bravu,Bihor,Rosiori,0
Rosiori,Bihor,Rosiori,0
Vaida,Bihor,Rosiori,0
Borsa,Bihor,Sacadat,0
Sabolciu,Bihor,Sacadat,0
Sacadat,Bihor,Sacadat,0
Hodos,Bihor,Salard,0
Salard,Bihor,Salard,0
Santimreu,Bihor,Salard,0
Salonta,Bihor,Salonta,0
Copaceni,Bihor,Sambata,0
Ogesti,Bihor,Sambata,0
Rogoz,Bihor,Sambata,0
Rotaresti,Bihor,Sambata,0
Sambata,Bihor,Sambata,0
Zavoiu,Bihor,Sambata,0
Betfia,Bihor,Sanmartin,0
Cihei,Bihor,Sanmartin,0
Cordau,Bihor,Sanmartin,0
Haieu,Bihor,Sanmartin,0
Rontau,Bihor,Sanmartin,0
Sanmartin,Bihor,Sanmartin,0
Berechiu,Bihor,Sannicolau Roman,0
Roit,Bihor,Sannicolau Roman,0
Sannicolau Roman,Bihor,Sannicolau Roman,0
Palota,Bihor,Santandrei,0
Santandrei,Bihor,Santandrei,0
Almasu Mic,Bihor,Sarbi,0
Burzuc,Bihor,Sarbi,0
Chioag,Bihor,Sarbi,0
Fegernic,Bihor,Sarbi,0
Fegernicu Nou,Bihor,Sarbi,0
Sarbi,Bihor,Sarbi,0
Sarcau,Bihor,Sarbi,0
Ciulesti,Bihor,Spinus,0
Gurbesti,Bihor,Spinus,0
Nadar,Bihor,Spinus,0
Saliste,Bihor,Spinus,0
Spinus,Bihor,Spinus,0
Balnaca,Bihor,Suncuius,0
Balnaca-Grosi,Bihor,Suncuius,0
Suncuius,Bihor,Suncuius,0
Zece Hotare,Bihor,Suncuius,0
Niuved,Bihor,Tamaseu,0
Parhida,Bihor,Tamaseu,0
Satu Nou,Bihor,Tamaseu,0
Tamaseu,Bihor,Tamaseu,0
Poiana,Bihor,Tauteu,0
Hotar,Bihor,Tetchea,0
Subpiatra,Bihor,Tetchea,0
Telechiu,Bihor,Tetchea,0
Tetchea,Bihor,Tetchea,0
Balaia,Bihor,Tileagd,0
Calatani,Bihor,Tileagd,0
Posoloaca,Bihor,Tileagd,0
Tileagd,Bihor,Tileagd,0
Tilecus,Bihor,Tileagd,0
Uileacu de Cris,Bihor,Tileagd,0
Gurbediu,Bihor,Tinca,0
Rapa,Bihor,Tinca,0
Tinca,Bihor,Tinca,0
Cheresig,Bihor,Toboliu,0
Toboliu,Bihor,Toboliu,0
Cauasd,Bihor,Tulca,0
Tulca,Bihor,Tulca,0
Birtin,Bihor,Vadu Crisului,0
Tomnatic,Bihor,Vadu Crisului,0
Topa de Cris,Bihor,Vadu Crisului,0
Vadu Crisului,Bihor,Vadu Crisului,0
Fasca,Bihor,Varciorog,0
Serghis,Bihor,Varciorog,0
Surducel,Bihor,Varciorog,0
Varciorog,Bihor,Varciorog,0
Beclean,Bistrita-Nasaud,Beclean,0
Coldau,Bistrita-Nasaud,Beclean,0
Figa,Bistrita-Nasaud,Beclean,0
Ghinda,Bistrita-Nasaud,Bistrita,0
Sarata,Bistrita-Nasaud,Bistrita,0
Sigmir,Bistrita-Nasaud,Bistrita,0
Slatinita,Bistrita-Nasaud,Bistrita,0
Unirea,Bistrita-Nasaud,Bistrita,0
Viisoara,Bistrita-Nasaud,Bistrita,0
Bistrita Bargaului,Bistrita-Nasaud,Bistrita Bargaului,0
Bistrita Bargaului Fabrici,Bistrita-Nasaud,Bistrita Bargaului,0
Cosbuc,Bistrita-Nasaud,Cosbuc,0
Cepari,Bistrita-Nasaud,Dumitra,0
Dumitra,Bistrita-Nasaud,Dumitra,0
Tarpiu,Bistrita-Nasaud,Dumitra,0
Budacu de Sus,Bistrita-Nasaud,Dumitrita,0
Dumitrita,Bistrita-Nasaud,Dumitrita,0
Ragla,Bistrita-Nasaud,Dumitrita,0
Feldru,Bistrita-Nasaud,Feldru,0
Nepos,Bistrita-Nasaud,Feldru,0
Ilva Mica,Bistrita-Nasaud,Ilva Mica,0
Josenii Bargaului,Bistrita-Nasaud,Josenii Bargaului,0
Mijlocenii Bargaului,Bistrita-Nasaud,Josenii Bargaului,0
Rusu Bargaului,Bistrita-Nasaud,Josenii Bargaului,0
Stramba,Bistrita-Nasaud,Josenii Bargaului,0
Cusma,Bistrita-Nasaud,Livezile,0
Dorolea,Bistrita-Nasaud,Livezile,0
Dumbrava,Bistrita-Nasaud,Livezile,0
Livezile,Bistrita-Nasaud,Livezile,0
Valea Poenii,Bistrita-Nasaud,Livezile,0
Magura Ilvei,Bistrita-Nasaud,Magura Ilvei,0
Anies,Bistrita-Nasaud,Maieru,0
Maieru,Bistrita-Nasaud,Maieru,0
Liviu Rebreanu,Bistrita-Nasaud,Nasaud,0
Lusca,Bistrita-Nasaud,Nasaud,0
Nasaud,Bistrita-Nasaud,Nasaud,0
Reteag,Bistrita-Nasaud,Petru Rares,0
Poiana Ilvei,Bistrita-Nasaud,Poiana Ilvei,0
Prundu Bargaului,Bistrita-Nasaud,Prundu Bargaului,0
Susenii Bargaului,Bistrita-Nasaud,Prundu Bargaului,0
Gersa I,Bistrita-Nasaud,Rebrisoara,0
Gersa II,Bistrita-Nasaud,Rebrisoara,0
Poderei,Bistrita-Nasaud,Rebrisoara,0
Rebrisoara,Bistrita-Nasaud,Rebrisoara,0
Salva,Bistrita-Nasaud,Salva,0
Cormaia,Bistrita-Nasaud,Sangeorz-Bai,0
Sangeorz-Bai,Bistrita-Nasaud,Sangeorz-Bai,0
Valea Borcutului,Bistrita-Nasaud,Sangeorz-Bai,0
Arcalia,Bistrita-Nasaud,Sieu-Magherus,0
Chintelnic,Bistrita-Nasaud,Sieu-Magherus,0
Crainimat,Bistrita-Nasaud,Sieu-Magherus,0
Podirei,Bistrita-Nasaud,Sieu-Magherus,0
Saratel,Bistrita-Nasaud,Sieu-Magherus,0
Sieu-Magherus,Bistrita-Nasaud,Sieu-Magherus,0
Valea Magherusului,Bistrita-Nasaud,Sieu-Magherus,0
Blajenii de Jos,Bistrita-Nasaud,Sintereag,0
Blajenii de Sus,Bistrita-Nasaud,Sintereag,0
Caila,Bistrita-Nasaud,Sintereag,0
Cociu,Bistrita-Nasaud,Sintereag,0
Sieu-Sfantu,Bistrita-Nasaud,Sintereag,0
Sintereag,Bistrita-Nasaud,Sintereag,0
Sintereag-Gara,Bistrita-Nasaud,Sintereag,0
Bichigiu,Bistrita-Nasaud,Telciu,0
Fiad,Bistrita-Nasaud,Telciu,0
Telciu,Bistrita-Nasaud,Telciu,0
Muresenii Bargaului,Bistrita-Nasaud,Tiha Bargaului,0
Tiha Bargaului,Bistrita-Nasaud,Tiha Bargaului,0
Tureac,Bistrita-Nasaud,Tiha Bargaului,0
Cristestii Ciceului,Bistrita-Nasaud,Uriu,0
Hasmasu Ciceului,Bistrita-Nasaud,Uriu,0
Ilisua,Bistrita-Nasaud,Uriu,0
Uriu,Bistrita-Nasaud,Uriu,0
Adaseni,Botosani,Adaseni,0
Zoitani,Botosani,Adaseni,0
Albesti,Botosani,Albesti,0
Buimaceni,Botosani,Albesti,0
Costiugeni,Botosani,Albesti,0
Jijia,Botosani,Albesti,0
Mascateni,Botosani,Albesti,0
Tudor Vladimirescu,Botosani,Albesti,0
Aurel Vlaicu,Botosani,Avrameni,0
Avrameni,Botosani,Avrameni,0
Dimitrie Cantemir,Botosani,Avrameni,0
Ichimeni,Botosani,Avrameni,0
Panaitoaia,Botosani,Avrameni,0
Timus,Botosani,Avrameni,0
Tudor Vladimirescu,Botosani,Avrameni,0
Baluseni,Botosani,Baluseni,0
Balusenii Noi,Botosani,Baluseni,0
Buzeni,Botosani,Baluseni,0
Cosuleni,Botosani,Baluseni,0
Draxini,Botosani,Baluseni,0
Zaicesti,Botosani,Baluseni,0
Blandesti,Botosani,Blandesti,0
Cerchejeni,Botosani,Blandesti,0
Soldanesti,Botosani,Blandesti,0
Braesti,Botosani,Braesti,0
Poiana,Botosani,Braesti,0
Popeni,Botosani,Braesti,0
Valcelele,Botosani,Braesti,0
Broscauti,Botosani,Broscauti,0
Slobozia,Botosani,Broscauti,0
Bohoghina,Botosani,Bucecea,0
Bucecea,Botosani,Bucecea,0
Calinesti,Botosani,Bucecea,0
Calarasi,Botosani,Calarasi,0
Libertatea,Botosani,Calarasi,0
Plesani,Botosani,Calarasi,0
Candesti,Botosani,Candesti,0
Talpa,Botosani,Candesti,0
Vitcani,Botosani,Candesti,0
Concesti,Botosani,Concesti,0
Movileni,Botosani,Concesti,0
Cerbu,Botosani,Copalau,0
Copalau,Botosani,Copalau,0
Cotu,Botosani,Copalau,0
Padureni,Botosani,Copalau,0
Cordareni,Botosani,Cordareni,0
Grivita,Botosani,Cordareni,0
Carasa,Botosani,Corlateni,0
Corlateni,Botosani,Corlateni,0
Podeni,Botosani,Corlateni,0
Vladeni,Botosani,Corlateni,0
Balta Arsa,Botosani,Corni,0
Corni,Botosani,Corni,0
Mesteacan,Botosani,Corni,0
Sarafinesti,Botosani,Corni,0
Buda,Botosani,Cosula,0
Cosula,Botosani,Cosula,0
Supitca,Botosani,Cosula,0
Avram Iancu,Botosani,Cotusca,0
Cotu Miculinti,Botosani,Cotusca,0
Cotusca,Botosani,Cotusca,0
Crasnaleuca,Botosani,Cotusca,0
Ghireni,Botosani,Cotusca,0
Mihail Kogalniceanu,Botosani,Cotusca,0
Nichiteni,Botosani,Cotusca,0
Nicolae Balcescu,Botosani,Cotusca,0
Putureni,Botosani,Cotusca,0
Cristesti,Botosani,Cristesti,0
Oneaga,Botosani,Cristesti,0
Schit-Oraseni,Botosani,Cristesti,0
Unguroaia,Botosani,Cristesti,0
Baranca,Botosani,Cristinesti,0
Cristinesti,Botosani,Cristinesti,0
Dragalina,Botosani,Cristinesti,0
Fundu Hertii,Botosani,Cristinesti,0
Poiana,Botosani,Cristinesti,0
Agafton,Botosani,Curtesti,0
Baiceni,Botosani,Curtesti,0
Curtesti,Botosani,Curtesti,0
Hudum,Botosani,Curtesti,0
Manastirea Doamnei,Botosani,Curtesti,0
Dangeni,Botosani,Dangeni,0
Hulub,Botosani,Dangeni,0
Iacobeni,Botosani,Dangeni,0
Strahotin,Botosani,Dangeni,0
Bajura,Botosani,Darabani,0
Darabani,Botosani,Darabani,0
Esanca,Botosani,Darabani,0
Lismanita,Botosani,Darabani,0
Dersca,Botosani,Dersca,0
Dimacheni,Botosani,Dimacheni,0
Mateieni,Botosani,Dimacheni,0
Recia-Verbia,Botosani,Dimacheni,0
Bivolari,Botosani,Dobarceni,0
Brateni,Botosani,Dobarceni,0
Cismanesti,Botosani,Dobarceni,0
Dobarceni,Botosani,Dobarceni,0
Livada,Botosani,Dobarceni,0
Murguta,Botosani,Dobarceni,0
Dealu Mare,Botosani,Dorohoi,0
Dorohoi,Botosani,Dorohoi,0
Loturi Enescu,Botosani,Dorohoi,0
Progresul,Botosani,Dorohoi,0
Draguseni,Botosani,Draguseni,0
Podriga,Botosani,Draguseni,0
Sarata-Draguseni,Botosani,Draguseni,0
Babiceni,Botosani,Durnesti,0
Barsanesti,Botosani,Durnesti,0
Brosteni,Botosani,Durnesti,0
Cucuteni,Botosani,Durnesti,0
Guranda,Botosani,Durnesti,0
Chitoveni,Botosani,Flamanzi,0
Flamanzi,Botosani,Flamanzi,0
Nicolae Balcescu,Botosani,Flamanzi,0
Poiana,Botosani,Flamanzi,0
Prisacani,Botosani,Flamanzi,0
Boscoteni,Botosani,Frumusica,0
Frumusica,Botosani,Frumusica,0
Radeni,Botosani,Frumusica,0
Sendreni,Botosani,Frumusica,0
Storesti,Botosani,Frumusica,0
Vladeni-Deal,Botosani,Frumusica,0
Arborea,Botosani,George Enescu,0
Dumeni,Botosani,George Enescu,0
George Enescu,Botosani,George Enescu,0
Popeni,Botosani,George Enescu,0
Stanca,Botosani,George Enescu,0
Batranesti,Botosani,Gorbanesti,0
George Cosbuc,Botosani,Gorbanesti,0
Gorbanesti,Botosani,Gorbanesti,0
Mihai Eminescu,Botosani,Gorbanesti,0
Siliscani,Botosani,Gorbanesti,0
Socrujeni,Botosani,Gorbanesti,0
Vanatori,Botosani,Gorbanesti,0
Viforeni,Botosani,Gorbanesti,0
Borolea,Botosani,Hanesti,0
Hanesti,Botosani,Hanesti,0
Moara Jorii,Botosani,Hanesti,0
Sarata-Basarab,Botosani,Hanesti,0
Slobozia Hanesti,Botosani,Hanesti,0
Balinti,Botosani,Havarna,0
Galbeni,Botosani,Havarna,0
Garbeni,Botosani,Havarna,0
Havarna,Botosani,Havarna,0
Niculcea,Botosani,Havarna,0
Tataraseni,Botosani,Havarna,0
Corjauti,Botosani,Hiliseu-Horia,0
Hiliseu-Closca,Botosani,Hiliseu-Horia,0
